synthetic_id,class,stage,concentration_uM,duration_s,replicate_1_early_disp_30s,replicate_2_early_disp_30s,biomarker_replicate_status,early_displacement_30s,true_endpoint_delta_f,intentionally_divergent
SYN_TARGET_BACKGROUND_SOUP_0023,BACKGROUND_SOUP,target,10.0,123.6924376778961,28.568534883445714,-3.574551164146401,DIVERGENT_REPLICATES,12.496991859649658,21.669935806222806,False
SYN_TARGET_BACKGROUND_SOUP_0024,BACKGROUND_SOUP,target,20.0,206.67065052051646,-4.727335764989015,32.213878325657404,DIVERGENT_REPLICATES,13.743271280334195,22.37180358755038,False
SYN_TARGET_BACKGROUND_SOUP_0025,BACKGROUND_SOUP,target,10.0,181.2931183852821,0.4033182645889166,6.455097089707527,DIVERGENT_REPLICATES,3.429207677148222,4.697300678705812,False
SYN_TARGET_BACKGROUND_SOUP_0026,BACKGROUND_SOUP,target,10.0,158.37747752936414,26.846980987871145,27.467305797685746,CONCORDANT,27.157143392778444,39.42425922623924,False
SYN_TARGET_BACKGROUND_SOUP_0027,BACKGROUND_SOUP,target,20.0,159.40859101584476,1.5441842551713854,8.961934724496327,DIVERGENT_REPLICATES,5.2530594898338565,7.97894576605462,False
SYN_TARGET_BACKGROUND_SOUP_0028,BACKGROUND_SOUP,target,10.0,63.73117083898654,38.41418462063418,51.173964316274045,CONCORDANT,44.79407446845411,63.6345217805229,False
SYN_TARGET_BACKGROUND_SOUP_0029,BACKGROUND_SOUP,target,10.0,167.4428221491511,-52.21450707294868,-20.00435000793434,DIVERGENT_REPLICATES,-36.10942854044151,-59.46389461722203,False
SYN_TARGET_BACKGROUND_SOUP_0030,BACKGROUND_SOUP,target,10.0,199.12712852384078,24.305620006671095,-12.362642091473559,DIVERGENT_REPLICATES,5.971488957598768,8.194412542952422,False
SYN_TARGET_BACKGROUND_SOUP_0031,BACKGROUND_SOUP,target,10.0,233.2704831900409,-18.835764838900193,44.55640087306166,DIVERGENT_REPLICATES,12.860318017080735,19.37214147246776,False
SYN_TARGET_BACKGROUND_SOUP_0032,BACKGROUND_SOUP,target,10.0,180.33657972247443,49.71285694384967,53.326155167843915,CONCORDANT,51.51950605584679,80.37029493994089,False
SYN_TARGET_BACKGROUND_SOUP_0033,BACKGROUND_SOUP,target,10.0,217.49892015370136,32.78195856445683,-13.732309198430164,DIVERGENT_REPLICATES,9.524824683013332,11.434044894748466,False
SYN_TARGET_BACKGROUND_SOUP_0034,BACKGROUND_SOUP,target,10.0,171.07008150425415,-22.237638264470714,13.774432602183444,DIVERGENT_REPLICATES,-4.231602831143635,-4.265027665283252,False
SYN_TARGET_BACKGROUND_SOUP_0035,BACKGROUND_SOUP,target,10.0,201.0901557241085,113.75367061670131,82.18964963001082,CONCORDANT,97.97166012335606,156.70806000983276,False
SYN_TARGET_BACKGROUND_SOUP_0036,BACKGROUND_SOUP,target,10.0,152.40310009602743,-0.6089878509330048,67.60170963171029,DIVERGENT_REPLICATES,33.496360890388644,56.69780626364771,False
SYN_TARGET_BACKGROUND_SOUP_0037,BACKGROUND_SOUP,target,10.0,208.13285367203676,-24.238651791143976,21.64845343735579,DIVERGENT_REPLICATES,-1.2950991768940927,-2.9921933957361873,False
SYN_TARGET_BACKGROUND_SOUP_0038,BACKGROUND_SOUP,target,10.0,211.38900426343764,-37.620565334125594,-28.771739304127408,CONCORDANT,-33.1961523191265,-53.30864111807847,False
SYN_TARGET_BACKGROUND_SOUP_0039,BACKGROUND_SOUP,target,10.0,150.18832557584182,23.515595306077227,13.917766167358074,CONCORDANT,18.71668073671765,29.588186833563437,False
SYN_TARGET_BACKGROUND_SOUP_0040,BACKGROUND_SOUP,target,10.0,80.8920066328551,38.070948998446546,-32.207597371535314,DIVERGENT_REPLICATES,2.931675813455616,5.111311194514759,False
SYN_TARGET_BACKGROUND_SOUP_0041,BACKGROUND_SOUP,target,10.0,86.70626835585855,-18.001185272567493,-19.210208791849514,CONCORDANT,-18.605697032208504,-30.63959196603344,False
SYN_TARGET_BACKGROUND_SOUP_0042,BACKGROUND_SOUP,target,1.0,175.0725278531557,47.68686896406725,28.7332283010106,CONCORDANT,38.21004863253893,58.943643660522795,False
SYN_TARGET_BACKGROUND_SOUP_0043,BACKGROUND_SOUP,target,10.0,110.24437740266998,10.90035426211436,-70.161315864272,DIVERGENT_REPLICATES,-29.630480801078818,-46.921693170607476,False
SYN_TARGET_BACKGROUND_SOUP_0044,BACKGROUND_SOUP,target,20.0,243.59312638841203,-19.808590075405,-0.07399932527673451,DIVERGENT_REPLICATES,-9.941294700340867,-14.109154055137077,False
SYN_TARGET_BACKGROUND_SOUP_0045,BACKGROUND_SOUP,target,10.0,153.79964789634892,-18.160815435242387,0.9461976320561514,DIVERGENT_REPLICATES,-8.607308901593118,-14.324061931643747,False
SYN_TARGET_BACKGROUND_SOUP_0046,BACKGROUND_SOUP,target,20.0,188.63413697264775,-11.933172653748027,-38.79982180376849,DIVERGENT_REPLICATES,-25.366497228758256,-38.37133803110133,False
SYN_TARGET_BACKGROUND_SOUP_0047,BACKGROUND_SOUP,target,5.0,177.59093740196244,11.236344239648187,-51.14356547197704,DIVERGENT_REPLICATES,-19.953610616164426,-32.86594264045133,False
SYN_TARGET_BACKGROUND_SOUP_0048,BACKGROUND_SOUP,target,10.0,94.15697918595276,-2.176288625269936,43.68989252457997,DIVERGENT_REPLICATES,20.756801949655017,32.29315091807216,False
SYN_TARGET_BACKGROUND_SOUP_0049,BACKGROUND_SOUP,target,10.0,166.82548381103422,-35.094256285164484,25.143208656998663,DIVERGENT_REPLICATES,-4.97552381408291,-3.212759957045396,False
SYN_TARGET_BACKGROUND_SOUP_0050,BACKGROUND_SOUP,target,10.0,135.74166773002628,68.41799445012427,2.319503028265671,DIVERGENT_REPLICATES,35.36874873919497,54.29801103771619,False
SYN_TARGET_BACKGROUND_SOUP_0051,BACKGROUND_SOUP,target,10.0,167.4984806121897,23.259945511350562,55.12245284404613,DIVERGENT_REPLICATES,39.191199177698344,61.81051086548655,False
SYN_TARGET_BACKGROUND_SOUP_0052,BACKGROUND_SOUP,target,10.0,167.96608123927896,-9.550769900592732,-19.607586604996346,DIVERGENT_REPLICATES,-14.579178252794538,-21.611986404567247,False
SYN_TARGET_BACKGROUND_SOUP_0053,BACKGROUND_SOUP,target,10.0,149.80859699367613,17.319673406048164,-7.013347226852109,DIVERGENT_REPLICATES,5.153163089598028,7.131663236239101,False
SYN_TARGET_BACKGROUND_SOUP_0054,BACKGROUND_SOUP,target,20.0,146.35066404188052,36.62385838823814,0.5690121342336132,DIVERGENT_REPLICATES,18.596435261235875,29.189493770130113,False
